	words	loglike
421	abgehalfterten	0.22712853979149827
422	abgehalfterter	
423	abgehalten	2.2722253051066694
424	abgehandelt	2.8216360086094676
425	abgehauen	0.36211505742881656
426	abgeheftet	0.2785351404201716
427	abgeheilt	3.388620535275561
428	abgehen	1.1985268537178015
429	abgehenden	
430	abgehetzt	0.3209147330564006
431	abgehoben	2.7078895194030945
432	abgehobene	
433	abgehobenen	
434	abgeholfen	
435	abgeholt	1.016982752025239
436	abgeholzt	0.9085141591659931
437	abgeht	2.617134030227775
438	abgehängt	6.777990356926791
439	abgehärmt	0.22712853979149827
440	abgehärtet	1.4668953360782666
441	abgehört	17.77381264636892
442	abgehörten	
443	abgejagt	0.0012082495438824337
444	abgekanzelt	0.2567317864451244
445	abgekapselt	0.5570702808403432
446	abgekartete	6.260947953900503
447	abgekarteten	
448	abgekartetes	
449	abgekauft	4.3816144539756685
450	abgeklappert	5.809456396326638
451	abgeklebt	
452	abgeklemmt	
453	abgeklopft	0.0012082495438824337
454	abgeklungen	0.598477684217082
455	abgeklärt	0.0036247486316486333
456	abgeklärten	
457	abgeklärter	
458	abgeklärtheit	
459	abgeknallt	0.7077219094064375
460	abgeknickt	0.1283658932225622
461	abgeknickten	0.06707705764375754
462	abgeknöpft	0.6813856193744949
463	abgekommen	0.6595696628421654
464	abgekoppelt	
465	abgekoppelten	
466	abgekratzt	
467	abgekriegt	4.052948102894162
468	abgekämpft	1.1356426989574913
469	abgekühlt	0.5226847278314439
470	abgekürzt	2.0047410492979036
471	abgeladen	1.0006321989860316
472	abgelagert	
473	abgelassen	0.3209147330564006
474	abgelaufen	8.312080936296766
475	abgelaufene	
476	abgelauscht	
477	abgeleckt	0.06816777341572999
478	abgelegen	2.286518522708686
479	abgelegene	0.6869183105534886
480	abgelegenen	0.05754451823545592
481	abgelegener	1.6943102676377806
482	abgelegenes	0.2593052956973434
483	abgelegensten	0.0641829466112811
484	abgelegt	0.001405715013515385
485	abgelegte	
486	abgelegten	1.795244903908109
487	abgelehnt	12.909360702787986
488	abgeleitet	0.15088718834131853
489	abgelenkt	32.451170291483
490	abgelenkten	0.22712853979149827
491	abgelesen	0.006420261860440535
492	abgelichtet	1.8277603182253914
493	abgeliefert	0.0763677899289541
494	abgeluchst	0.42059795181709037
495	abgelöscht	14.776223012179399
496	abgelöst	20.612139729751846
497	abgemacht	8.865577720395038
498	abgemagert	0.4024623458625278
499	abgemagerte	
500	abgemagerten	
501	abgemalt	
502	abgemeldet	0.009525861929613633
503	abgemessen	0.15881939782336463
504	abgemildert	0.15881939782336463
505	abgemurkst	
506	abgemüht	1.275348078625636
507	abgenabelt	0.06707705764375754
508	abgenagt	0.15881939782336463
509	abgenagte	
510	abgenagten	
511	abgeneigt	18.224123077484386
512	abgenommen	1.8481281855274183
513	abgenutzt	0.7564633649147703
514	abgenutzte	0.42059795181709037
515	abgenutzten	
516	abgenötigt	
517	abgeordnete	
518	abgeordneten	
519	abgeordneter	
520	abgepackt	5.050530023374966
521	abgepackten	13.42874918379744
522	abgepasst	3.7813256385612255
523	abgeplatteten	
524	abgeplatzt	
525	abgeprallt	0.10453694556628856
526	abgepumpt	
527	abgerackert	5.809456396326638
528	abgeraten	1.1141405616806863
529	abgerechnet	1.6100940911077162
530	abgereist	41.04195369428753
531	abgerichtet	7.818053168339764
532	abgerichteten	
533	abgerieben	0.01137369645782385
534	abgeriegelt	
535	abgeriegelten	0.0641829466112811
536	abgerissen	0.33474039219002627
537	abgerissene	0.06824217874694294
538	abgerissenen	0.5919079583872646
539	abgerissener	
540	abgerissenes	
541	abgerollt	
542	abgerufen	7.9919635103978415
543	abgerundet	0.2567317864451244
544	abgerundete	
545	abgerundeten	
546	abgerundeter	
547	abgerundetes	
548	abgerungen	0.10453694556628856
549	abgerutscht	0.94196569522156
550	abgeräumt	43.63416950661511
551	abgerückt	2.7706523348812455
552	abgesackt	
553	abgesagt	10.675041370200418
554	abgesahnt	
555	abgesandte	
556	abgesandten	
557	abgesandter	0.9448626140266274
558	abgesaugt	
559	abgeschabt	
560	abgeschabte	0.7334476680391333
561	abgeschabten	0.37361095642213393
562	abgeschafft	0.9973788461345179
563	abgeschaltet	42.10584198187598
564	abgeschalteten	
565	abgeschaut	2.263559726926185
566	abgeschickt	2.7370345155394755
567	abgeschieden	6.777241070551122
568	abgeschiedene	0.01137369645782385
569	abgeschiedenen	1.570562418769153
570	abgeschiedenheit	2.338191934964197
571	abgeschirmt	13.758123775853278
572	abgeschirmte	
573	abgeschirmten	
574	abgeschlachtet	
575	abgeschlafft	0.0641829466112811
576	abgeschlagen	2.2193232631415762
577	abgeschlagene	0.0038701608486982203
578	abgeschlagenheit	
579	abgeschleppt	0.3297848314210827
580	abgeschliffen	0.5570702808403432
581	abgeschlossen	11.268945684151277
